code,product_name,countries_en,brands,abbreviated_product_name,generic_name,quantity,ecoscore_score,ecoscore_grade,nutrient_levels_tags,main_category_en,nutriscore_score,nutriscore_grade,nova_group,food_groups_en
3660992014897,Jus d'orange à base de concentré,France,Prix Mini,,,1 L,79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Orange juices from concentrate,4.0,c,,"Beverages,Fruit juices"
3660992015009,Chocolat,France,Bien vu,,Chocolat,400 g (4 x 100 g),,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Chocolates,21.0,e,4.0,"Sugary snacks,Chocolate products"
3660992015016,Chocolat de ménage au lait,France,Bien vu,,,500 g (5 * 100 g),18.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Milk chocolates,24.0,e,,"Sugary snacks,Chocolate products"
3660992017348,Pizza jambon fromages,France,Prix Mini,,,,39.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity",Pizza with ham and cheese,,unknown,,"Composite foods,Pizza pies and quiches"
3660992017621,Vinaigre d'alcool cristal,France,Prix Mini,,,,71.0,b,,Alcohol vinegars,,not-applicable,2.0,"Fats and sauces,Dressings and sauces"
3660992017669,Vinaigre d’alcool coloré,France,Prix Mini,,,1 L,71.0,b,,Alcohol vinegars,,not-applicable,2.0,"Fats and sauces,Dressings and sauces"
3660992018048,Rillettes du Mans,France,Prix Mini,,,,19.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Rillettes from Mans,20.0,e,,"Salty snacks,Salty and fatty products"
3660992018062,Champignons de Paris émincés,France,Prix Mini,,,,78.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Frozen sliced champignon mushrooms,-7.0,a,1.0,"Fruits and vegetables,Vegetables"
3660992018185,Génoises fourrées goût chocolat,France,Prix Mini,,,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Filled sponge cake slices,22.0,e,,"Sugary snacks,Biscuits and cakes"
3660992018192,Épaule cuite choix,France,Prix Mini,,,360 g,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Viandes,13.0,d,4.0,
3660992018208,Bloc épaule cuite choix,France,Prix Mini,,,350 g,37.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Cooked pork shoulder,13.0,d,,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry"
3660992018215,Pâté de tête,France,Prix Mini,,,300 g,22.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Head cheese,14.0,d,,"Fish‚ Meat‚ Eggs,Processed meat"
3660992018222,Knacki,France,Prix Mini,,,350 g,2.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Industrial knacks,20.0,e,4.0,"Fish‚ Meat‚ Eggs,Processed meat"
3660992018253,Aiguillettes de poulet,France,Prix Mini,,,350 g,25.0,d,,fr:Aiguillettes de poulet,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018284,Poulet,France,Prix Mini,,,400 g,,unknown,,,,unknown,,
3660992018345,Escalope de poulet blanc fines,France,Prix Mini,,,400 g,49.0,c,,Chicken cutlets,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018376,Poulet,France,Prix Mini,,,,25.0,d,,Chicken breasts,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018383,Café moulu pur arabica,France,Prix Mini,,,250 g,-6.0,e,,Ground coffees,0.0,b,,
3660992018413,Haut de cuisse de poulet blanc,France,Prix Mini,,,1 kg,59.0,c,,Chicken thighs,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018475,Poulet,Romania,,,,,45.0,c,,Chickens,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018604,Poulet,France,Prix Mini,,,,45.0,c,,Chickens,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018611,Cubes de filets de poulet,France,Prix Mini,,,"0,400 kg",39.0,d,,Chicken breasts,,unknown,1.0,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018697,Filets de poulet,France,Prix Mini,,,1 kg,49.0,c,,Chicken breasts,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018727,Dinde,France,Prix Mini,,,350 g,59.0,c,,Turkeys,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018758,Escalopes de dinde extra fine,France,,,,,,unknown,,,,unknown,,
3660992018833,UCP,France,Prix Mini,,,,10.0,e,,Poultry skewers,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018857,Viande hachée,France,Prix Mini,,,650 g,,unknown,,Ground beef meats,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry"
3660992018864,Prix mini,France,Prix Mini,,,,,unknown,,,,unknown,,
3660992018871,Steak haché,France,Prix Mini,,,,8.0,e,,Ground beef steaks,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry"
3660992018888,boeuf,France,,,,,,unknown,,,,unknown,,
3660992018901,Chipolata de porc,France,Prix Mini,,,,,unknown,,,,unknown,,
3660992018925,Boeuf,France,Prix Mini,,,,,unknown,,,,unknown,,
3660992018932,Saucisses de Toulouse,France,Prix Mini,,,,-9.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Toulouse sausages,19.0,e,,"Fish‚ Meat‚ Eggs,Processed meat"
3660992018963,Double concentré de tomates,France,Prix Mini,,,70 g,27.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Double concentrate tomato paste,-2.0,a,,"Fruits and vegetables,Vegetables"
3660992018970,Double concentré de tomate,France,Prix Mini,,,,27.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Double concentrate tomato paste,-3.0,a,,"Fruits and vegetables,Vegetables"
3660992018987,Confit de foie de volaille,Benin,Prix Mini,,,180 g,78.0,b,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Preserved poultry liver,21.0,e,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992018994,Terrine de campagne,France,Prix Mini,,,,,unknown,,Country terrines,,unknown,,"Fish‚ Meat‚ Eggs,Processed meat"
3660992019007,Confit de foie de porc,France,Prix Mini,,,180 g,70.0,b,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Preserved pork liver,14.0,d,,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry"
3660992019021,Sardines à l'huile de tournesol,France,Prix Mini,,,120 g (égoutté : 84 g),18.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Sardines in sunflower oil,3.0,c,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3660992019199,Fruit en sirop,France,Prix Mini,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Fruits in syrup,-4.0,a,,Fruits and vegetables
3660992019298,Avocat,France,Prix Mini,,,,52.0,c,,Avocados,,unknown,,"Fruits and vegetables,Fruits"
3660992019311,FILET AVOCATS,France,Prix Mini,,,,52.0,c,,Avocados,,unknown,,"Fruits and vegetables,Fruits"
3660992019366,Avocat,France,,,,,66.0,b,,Avocados,,unknown,,"Fruits and vegetables,Fruits"
3660992019595,Citron,France,Prix Mini,,,,,not-applicable,,Fresh lemons,,unknown,,"Fruits and vegetables,Fruits"
3660992019601,Citrons,France,Prix Mini,,,,,unknown,,,,unknown,,
3660992019618,Boulettes de veay,France,,,,,,unknown,,,,unknown,,
3660992019700,Avocat,France,,,,,52.0,c,,Avocados,,unknown,,"Fruits and vegetables,Fruits"
3660992020058,Bonbons gelifies cola,France,,,,,,unknown,,,,unknown,,
3660992020171,Pomme golden,France,U,,,,,unknown,,,,unknown,,
3660992020348,Brasse u,France,,,,,,unknown,,,,unknown,,
3660992020355,sardine à la sauce tomate,France,super u,,,120g,,unknown,,Poisson,,unknown,,
3660992020379,Carrotte,France,Prix Mini,,,2 kg,79.0,b,,Carrots,,unknown,,"Fruits and vegetables,Vegetables"
3660992020409,Ail blanc,France,Prix Mini,,,,,unknown,,,,unknown,,
3660992020447,Chips nature,France,Prix Mini,,,,67.0,b,"en:fat-in-high-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Potato crisps,7.0,c,,"Salty snacks,Appetizers"
3660992020683,Chocolat 40 pour cent cacao,France,Prix Mini,,,5 x 100 g,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-moderate-quantity",Chocolates,,unknown,,"Sugary snacks,Chocolate products"
3660992020690,Chocolat pâtissier,France,Prix Mini,,,200 g,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Chocolates,21.0,e,,"Sugary snacks,Chocolate products"
3660992020706,Chocolat de ménage,France,Prix Mini,,,5 x 100 g,18.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Milk chocolates,26.0,e,,"Sugary snacks,Chocolate products"
3660992020713,Chocolat de ménage lait noisettes,France,Prix Mini,,,4 x 100 g,18.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Chocolates with hazelnuts,25.0,e,,"Sugary snacks,Chocolate products"
3660992020720,Chocolat de ménage lait céréales,France,Prix Mini,,,4 x 100 g,18.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Milk chocolates,25.0,e,,"Sugary snacks,Chocolate products"
3660992020768,Ravioli à la sauce tomate,France,PRIX MINI,,,800 g,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Canned raviolis,1.0,b,4.0,"Composite foods,One-dish meals"
3660992020775,2 paves de saumon,France,Prix Mini,,,,19.0,e,,Salmon steaks,,unknown,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3660992020799,Mouliné de légumes variés prix mini Super U,France,Prix Mini,,,1 L,78.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Vegetable soups,5.0,c,,"Fruits and vegetables,Soups"
3660992020805,Velouté de poireaux pommes de terre,France,Prix Mini,,,,78.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Cream of vegetable soups,2.0,b,,"Fruits and vegetables,Soups"
3660992020812,Barre goût chocolat banane,France,Prix Mini,,,,53.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Banana cereal bars,14.0,d,,"Sugary snacks,Biscuits and cakes"
3660992020829,Sardines à la sauce tomate,France,Prix Mini,,,120 g,15.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Sardines in tomato sauce,4.0,c,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3660992020904,Biscuits tablette au chocolat au lait,France,Prix Mini,,,150 g,32.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Biscuit with a milk chocolate bar covering,23.0,e,,"Sugary snacks,Biscuits and cakes"
3660992021055,Courgettes,France,UCP FM BP 30159  Rungis 94533 Rungis Cedex,,,1 kg,,unknown,,,,unknown,,
3660992021192,Tomates rondes,France,Prix Mini,,,,,not-applicable,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Tomatoes,-6.0,a,,"Fruits and vegetables,Vegetables"
3660992021369,Compote pomme banane,France,Prix Mini,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Banana Apple compotes,-3.0,a,,"Fruits and vegetables,Fruits"
3660992021376,Pomme-Poire allégée en sucre,France,Prix Mini,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Pear applesauces,-4.0,a,,"Fruits and vegetables,Fruits"
3660992021413,Pétales de maïs nature,France,Prix Mini,,,750 g,25.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",Plain corn flakes,0.0,b,,"Cereals and potatoes,Breakfast cereals"
3660992021420,"Pétales de blé goût, chocolat",France,Prix Mini,,,,25.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Breakfast cereals,6.0,c,4.0,"Cereals and potatoes,Breakfast cereals"
3660992021468,Bananes,France,Prix Mini,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Bananas,-3.0,a,,"Fruits and vegetables,Fruits"
3660992022007,Crème fraîche épaisse 30 %,France,Prix Mini,,,"450 g (45,7 cl)",64.0,b,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",fr:Crèmes fraîches,13.0,d,,"Milk and dairy products,Milk and yogurt"
3660992022298,Escalopes de dinde,France,,,,,53.0,c,,Turkey cutlets,,unknown,,"Fish‚ Meat‚ Eggs,Meat,Poultry"
3660992025053,Sprits,France,Bien Vu !,,Biscuits sablés,400 g,43.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Plain sprits biscuits,20.0,e,4.0,"Sugary snacks,Biscuits and cakes"
3660992025114,Cookies goût chocolat Pépites de chocolat,France,Bien vu,,,200 g,30.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Chocolate biscuits,24.0,e,4.0,"Sugary snacks,Biscuits and cakes"
3660992025169,Tartelette Fraise Bien Vu,France,Bien Vu,,,12 pièces ,55.0,c,"en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Tartlet biscuits with fruit preparation,,unknown,,"Composite foods,Pizza pies and quiches"
3660992025176,Tartelettes à l'abricot,France,Bien vu,,12 tartelettes à l'abricot,200 g,49.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Tartlet biscuits with fruit preparation,20.0,e,4.0,"Sugary snacks,Biscuits and cakes"
3660992025183,Génoises Fourrées Orange Nappées De Chocolat x24 Biscuits,France,Bien vu,,,300 g,,unknown,,,,unknown,4.0,
3660992030002,Biscottes,France,Bien Vu !,,,750 g (100 biscottes),79.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",Rusks,7.0,c,3.0,"Cereals and potatoes,Bread"
3660992035007,Souffles gout cacahuete BIEN VU,France,Bien vu,,,,,unknown,,,,unknown,4.0,
3660992035014,Souffles gout fromage BIEN VU,France,Bien vu,,,,,unknown,,,,unknown,,
3660992035021,Coffret de souffles aperitif assortis BIEN VU,"France,Martinique",Bien vu,,,125 g,,unknown,,,,unknown,4.0,
3660992035038,Souffles aperitif frites salee,France,Bien vu,,,,,unknown,,,,unknown,,
3660992035045,Soufflés goût bacon,France,Bien Vu !,,,,,unknown,,,,unknown,4.0,
3660992035069,Cacahuètes grillées et salées,France,Bien Vu !,,Cacahuètes grillées à l'huile et salées ,250 g,33.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Salted peanuts,4.0,c,3.0,"Salty snacks,Nuts"
3660992035076,Cacahuètes grillées à sec & aromatisées,France,Bien Vu,,"Apéritif, fruit sec, cacahuètes",150g,33.0,d,en:fat-in-high-quantity,Salted peanuts,,unknown,4.0,"Salty snacks,Nuts"
3660992055005,Confiture d'Abricot,France,Bien Vu !,,,1 Kg,73.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricot jams,12.0,d,4.0,"Sugary snacks,Sweets"
3660992055012,"Confiture De Fraises Bien Vu,",France,Bien vu,,,,60.0,b,"en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,,unknown,,"Sugary snacks,Sweets"
3660992055029,Confiture Abricot Bien Vu 450G,France,Bien vu,,,,70.0,b,,Apricot jams,,unknown,,"Sugary snacks,Sweets"
3660992055043,"Abricots demi-fruits, au sirop léger",France,"Bien Vu!,U",,"Conserve, Abricots demi-fruits, au sirop léger",475 g égoutté pour 820 g total ou 850 ml,92.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricots in syrup,3.0,c,3.0,"Fruits and vegetables,Fruits"
3660992055067,B.vu Poires Au Sirop Leger 820G,France,Systeme U,,,,77.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Pears in syrup,-1.0,a,1.0,"Fruits and vegetables,Fruits"
3660992055074,Cocktail de fruits au sirop léger,France,Bien vu !,,Cocktail de fruits au sirop léger,Poids net : 820 g,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:cocktail-de-fruits,-1.0,a,4.0,"Fruits and vegetables,Fruits"
3660992055104,"Compote De Pommes Allégée En Sucre Bien Vu,",France,Bien vu,,,,,unknown,,,,unknown,,
3660992055111,Compote de Pommes,France,Bien Vu,,Compote de pommes allégée en sucres 30% de sucres en moins qu'une compote de pommes normale,720 g (720 ml),87.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Applesauces,-3.0,a,3.0,"Fruits and vegetables,Fruits"
3660992055142,Miel de fleurs,France,Bien vu,,Mélange de miels originaires et non originaires de l'Union Européenne,500 g,85.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Flower honeys,13.0,d,2.0,"Sugary snacks,Sweets"
3660992060009,Pois Tres Fin Bien Vu 4 / 4,France,"Bien vu,Bien Vu !",,Petits pois très fins à l'étuvée,"800 g (850 ml, poids net égoutté : 560 g)",75.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Canned peas,-10.0,a,4.0,"Fruits and vegetables,Vegetables"
3660992060023,Petits pois très fins et carottes à l'étuvée,France,U,,,800 g,76.0,b,,Canned peas and carrots,,unknown,,"Fruits and vegetables,Vegetables"
3660992060030,Macédoine de légumes,France,Bien Vu,,,800 g (égoutté : 530 g) 850 ml,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Canned-drained-diced-mixed-vegetables,-7.0,a,3.0,"Fruits and vegetables,Vegetables"
3660992060047,Haricots Verts Très Fins,France,Bien Vu,,Haricots Verts Très Fins,440 g,96.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Canned green beans,-5.0,a,3.0,"Fruits and vegetables,Vegetables"
3660992060054,"Haricots Verts Extra-fins Bien Vu,",France,Bien vu,,,,72.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Canned green beans,0.0,b,3.0,"Fruits and vegetables,Vegetables"
3660992060061,"Flageolets Verts Fins Bien Vu,",France,Bien vu,,,,,unknown,,,,unknown,,
3660992060139,"Coeurs D'artichauts Bien Vu,",France,Bien Vu Marque u,,,,46.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Artichoke hearts,0.0,b,1.0,"Fruits and vegetables,Vegetables"
3660992060146,Fonds d'Artichauts,France,Bien Vu,,Fonds d'Artichauts en conserve,210 g,70.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Artichoke hearts,-5.0,a,3.0,"Fruits and vegetables,Vegetables"
3660992060153,"Maïs Doux Bien Vu,",France,Bien Vu,,,,71.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",Canned sweet corn,-7.0,a,,"Cereals and potatoes,Cereals"
3660992060177,"Champignons De Paris Pieds Et Morceaux Bien Vu,",France,Bien vu,,,,78.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity",Canned champignon mushrooms,,unknown,3.0,"Fruits and vegetables,Vegetables"
3660992060184,Champignons de Paris pieds et morceaux,France,Bien vu,,Champignons de Paris pieds et morceaux,800 g,78.0,b,en:fat-in-low-quantity,Canned champignon mushrooms,,unknown,3.0,"Fruits and vegetables,Vegetables"
3660992060191,"Tomates entières, pelées, au jus",France,"Vien Vu!,U",,"Tomates entières, pelées, au jus",238 g égoutté soit 383 g total pour 425 ml  ,77.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Peeled tomatoes,-5.0,a,1.0,"Fruits and vegetables,Vegetables"
3660992060207,Tomates entières pelées au jus,France,Bien vu !,,Tomates pelées,765 g,77.0,b,en:fat-in-low-quantity,Peeled tomatoes,,unknown,1.0,"Fruits and vegetables,Vegetables"
3660992065004,Cassoulet Bien Vu 4 / 4,France,Bien Vu,,,,78.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Cassoulets,-3.0,a,4.0,"Composite foods,One-dish meals"
3660992065011,Saucisses Fumées aux Lentilles,France,,,,,56.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Sausages with lentils,2.0,b,,"Composite foods,One-dish meals"
3660992065066,Taboulé,France,Bien vu,,,740 g,75.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Tabbouleh,-1.0,a,,"Composite foods,One-dish meals"
3660992065073,Gratin Dauphinois,France,Bien Vu!,,,850 g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Dauphiné-style creamed potatoes au gratin,2.0,b,4.0,"Composite foods,One-dish meals"
3660992065110,"Pâté De Campagne Bien Vu,",France,Bien vu,,,,19.0,e,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",Country-style Pâtés,21.0,e,,"Fish‚ Meat‚ Eggs,Processed meat"
3660992070039,Morceaux de Thon au naturel,France,Bien-vu,,Poisson en conserve,195 g (130 g net égoutté),-4.0,e,en:fat-in-low-quantity,Tuna in brine,,unknown,3.0,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3660992070053,Miettes de thon a la tomate BIEN VU,France,,,,,21.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Tuna chunks,2.0,b,,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish"
3660992075003,"Purée Nature Bien Vu,",France,Bien vu,,,,,unknown,,,,unknown,,
3660992075010,Chips,France,Bien vu!,,Chips de pommes de terre,200 g,72.0,b,"en:fat-in-high-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Potato crisps in sunflower oil,9.0,c,3.0,"Salty snacks,Appetizers"
3660992080007,Riz Long Etuvé,France,"Bien Vu !,U",,Riz Long Etuvé,1 kg,17.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Parboiled rices,-3.0,a,1.0,"Cereals and potatoes,Cereals"
3660992080021,Riz rond blanchi,France,Bien Vu,,,1kg,17.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Short grain rices,-1.0,a,1.0,"Cereals and potatoes,Cereals"
3660992080038,Riz long thaï,France,"U,Bien vu!",,Riz long thaï,1 kg,17.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",White Jasmine rices,-1.0,a,1.0,"Cereals and potatoes,Cereals"
3660992080045,Riz Basmati,France,"Bien Vu,U",,Riz log,1 kg,3.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",White Basmati rices,-3.0,a,,"Cereals and potatoes,Cereals"
3660992115006,Huile de Tournesol,France,"Bien vu,Bien Vu !",,Huile de tournesol,1 L,46.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Sunflower oils,11.0,d,2.0,"Fats and sauces,Fats"
3660992115013,"Huile De Tournesol Bien Vu,",France,Bien vu,,,,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Fats,11.0,d,,"Fats and sauces,Fats"
3660992115037,"Huile d'Olive, vierge extra",France,"Bien Vu,U",,Huile olive vierge,1 L,32.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Virgin olive oils,6.0,c,2.0,"Fats and sauces,Fats"
3660992115051,Huile de colza,France,"Bien Vu !,U",,Huile végétale pour cuisson et assaisonnement,1 l,47.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",Rapeseed oils,5.0,c,2.0,"Fats and sauces,Fats"
3660992120000,Mayonnaise à l'huile de colza,France,Bien vu,,,,34.0,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",Groceries,18.0,d,,"Fats and sauces,Dressings and sauces"
